DOQ9Y-06,c141,Pantry,bag;clothes;door;food;groceries;jacket;shelf
DOQ9Y-07,c020,Pantry,bag;clothes;door;food;groceries;jacket;shelf
DOQ9Y-08,c000,Pantry,bag;clothes;door;food;groceries;jacket;shelf
DOQ9Y-09,c023,Pantry,bag;clothes;door;food;groceries;jacket;shelf
DOQ9Y-10,c063,Pantry,bag;clothes;door;food;groceries;jacket;shelf
DOQ9Y-11,c063,Pantry,bag;clothes;door;food;groceries;jacket;shelf
RK9II-00,c012,Laundry room,mop;table
RK9II-01,c154,Laundry room,mop;table
QGQGZ-00,c008,Kitchen,dish;door;food;groceries;light
QGQGZ-01,c104,Kitchen,dish;door;food;groceries;light
QGQGZ-02,c130,Kitchen,dish;door;food;groceries;light
QGQGZ-03,c118,Kitchen,dish;door;food;groceries;light
QGQGZ-04,c063,Kitchen,dish;door;food;groceries;light
QGQGZ-05,c061,Kitchen,dish;door;food;groceries;light
QGQGZ-06,c097,Kitchen,dish;door;food;groceries;light
5S1WQ-00,c101,Dining room,broom;chair;desk;floor
5S1WQ-01,c127,Dining room,broom;chair;desk;floor
5S1WQ-02,c102,Dining room,broom;chair;desk;floor
5S1WQ-03,c100,Dining room,broom;chair;desk;floor
5S1WQ-04,c098,Dining room,broom;chair;desk;floor
CUCBN-00,c154,Living room,bag;couch;doorway;sofa;table
CUCBN-01,c123,Living room,bag;couch;doorway;sofa;table
CUCBN-02,c009,Living room,bag;couch;doorway;sofa;table
CUCBN-03,c097,Living room,bag;couch;doorway;sofa;table
SX0HE-00,c107,Hallway,boy;cup;glass;phone;water
SX0HE-01,c015,Hallway,boy;cup;glass;phone;water
SX0HE-02,c019,Hallway,boy;cup;glass;phone;water
SX0HE-03,c106,Hallway,boy;cup;glass;phone;water
72JYK-00,c048,Stairs,floor;food;laptop;light;staircase
72JYK-01,c061,Stairs,floor;food;laptop;light;staircase
72JYK-02,c151,Stairs,floor;food;laptop;light;staircase
72JYK-03,c047,Stairs,floor;food;laptop;light;staircase
72JYK-04,c052,Stairs,floor;food;laptop;light;staircase
72JYK-05,c156,Stairs,floor;food;laptop;light;staircase
72JYK-06,c125,Stairs,floor;food;laptop;light;staircase
BDFDE-00,c059,Bedroom,chair;cup/glass/bottle;medicine
BDFDE-01,c151,Bedroom,chair;cup/glass/bottle;medicine
BDFDE-02,c129,Bedroom,chair;cup/glass/bottle;medicine
BDFDE-03,c106,Bedroom,chair;cup/glass/bottle;medicine
BDFDE-04,c107,Bedroom,chair;cup/glass/bottle;medicine
H6N4Z-00,c113,Closet / Walk-in closet / Spear closet,closet;clothes;phone;shelf
H6N4Z-01,c081,Closet / Walk-in closet / Spear closet,closet;clothes;phone;shelf
H6N4Z-02,c015,Closet / Walk-in closet / Spear closet,closet;clothes;phone;shelf
H6N4Z-03,c001,Closet / Walk-in closet / Spear closet,closet;clothes;phone;shelf
H6N4Z-04,c114,Closet / Walk-in closet / Spear closet,closet;clothes;phone;shelf
H6N4Z-05,c016,Closet / Walk-in closet / Spear closet,closet;clothes;phone;shelf
OBTP8-00,c008,Bedroom,bed;box;clothes;door;mirror;shirt
OBTP8-01,c040,Bedroom,bed;box;clothes;door;mirror;shirt
OBTP8-02,c096,Bedroom,bed;box;clothes;door;mirror;shirt
OBTP8-03,c097,Bedroom,bed;box;clothes;door;mirror;shirt
OBTP8-04,c155,Bedroom,bed;box;clothes;door;mirror;shirt
OBTP8-05,c141,Bedroom,bed;box;clothes;door;mirror;shirt
4021N-00,c040,Laundry room,box;clothes;pillow;trash can
4021N-01,c042,Laundry room,box;clothes;pillow;trash can
4021N-02,c076,Laundry room,box;clothes;pillow;trash can
4021N-03,c039,Laundry room,box;clothes;pillow;trash can
4021N-04,c041,Laundry room,box;clothes;pillow;trash can
4021N-05,c043,Laundry room,box;clothes;pillow;trash can
4021N-06,c000,Laundry room,box;clothes;pillow;trash can
ZSHWE-00,c034,Stairs,book;clothes;towel
ZSHWE-01,c026,Stairs,book;clothes;towel
ZSHWE-02,c155,Stairs,book;clothes;towel
ZSHWE-03,c035,Stairs,book;clothes;towel
ZSHWE-04,c033,Stairs,book;clothes;towel
ZSHWE-05,c001,Stairs,book;clothes;towel
ZSHWE-06,c000,Stairs,book;clothes;towel
ZSHWE-07,c002,Stairs,book;clothes;towel
SFDTP-00,c044,Entryway (A hall that is generally located at the entrance of a house),box;clothes;towel
SFDTP-01,c000,Entryway (A hall that is generally located at the entrance of a house),box;clothes;towel
SFDTP-02,c154,Entryway (A hall that is generally located at the entrance of a house),box;clothes;towel
SFDTP-03,c033,Entryway (A hall that is generally located at the entrance of a house),box;clothes;towel
SFDTP-04,c035,Entryway (A hall that is generally located at the entrance of a house),box;clothes;towel
Q5EPP-00,c129,Bathroom,medicine
Q5EPP-01,c128,Bathroom,medicine
SK6FW-00,c098,Pantry,broom;clothes
SK6FW-01,c155,Pantry,broom;clothes
SK6FW-02,c100,Pantry,broom;clothes
SK6FW-03,c003,Pantry,broom;clothes
VHIG7-00,c061,Basement (A room below the ground floor),bowl;food;laptop;table
VHIG7-01,c063,Basement (A room below the ground floor),bowl;food;laptop;table
VHIG7-02,c051,Basement (A room below the ground floor),bowl;food;laptop;table
VHIG7-03,c156,Basement (A room below the ground floor),bowl;food;laptop;table
VHIG7-04,c052,Basement (A room below the ground floor),bowl;food;laptop;table
VHIG7-05,c014,Basement (A room below the ground floor),bowl;food;laptop;table
0R6K4-00,c106,Closet / Walk-in closet / Spear closet,clothes;cup;dish;glass;table;water
0R6K4-01,c107,Closet / Walk-in closet / Spear closet,clothes;cup;dish;glass;table;water
0R6K4-02,c106,Closet / Walk-in closet / Spear closet,clothes;cup;dish;glass;table;water
0R6K4-03,c009,Closet / Walk-in closet / Spear closet,clothes;cup;dish;glass;table;water
0R6K4-04,c118,Closet / Walk-in closet / Spear closet,clothes;cup;dish;glass;table;water
PSPMA-00,c055,Living room,chair;dish;food;shoe;television
PSPMA-01,c061,Living room,chair;dish;food;shoe;television
PSPMA-02,c063,Living room,chair;dish;food;shoe;television
PSPMA-03,c156,Living room,chair;dish;food;shoe;television
PSPMA-04,c132,Living room,chair;dish;food;shoe;television
PSPMA-05,c059,Living room,chair;dish;food;shoe;television
PSPMA-06,c119,Living room,chair;dish;food;shoe;television
PSPMA-07,c120,Living room,chair;dish;food;shoe;television
PSPMA-08,c062,Living room,chair;dish;food;shoe;television
PSPMA-09,c118,Living room,chair;dish;food;shoe;television
MD41D-00,c015,Living room,camera;doorway;phone;window
MD41D-01,c092,Living room,camera;doorway;phone;window
MD41D-02,c087,Living room,camera;doorway;phone;window
MD41D-03,c097,Living room,camera;doorway;phone;window
SDXZ8-00,c137,Kitchen,dish;floor;plate;sink;vacuum
SDXZ8-01,c138,Kitchen,dish;floor;plate;sink;vacuum
SDXZ8-02,c118,Kitchen,dish;floor;plate;sink;vacuum
SDXZ8-03,c121,Kitchen,dish;floor;plate;sink;vacuum
SDXZ8-04,c119,Kitchen,dish;floor;plate;sink;vacuum
SDXZ8-05,c127,Kitchen,dish;floor;plate;sink;vacuum
SDXZ8-06,c120,Kitchen,dish;floor;plate;sink;vacuum
S673O-00,c122,Living room,cup;food;glass;plate;sandwich;sofa
S673O-01,c065,Living room,cup;food;glass;plate;sandwich;sofa
S673O-02,c107,Living room,cup;food;glass;plate;sandwich;sofa
S673O-03,c123,Living room,cup;food;glass;plate;sandwich;sofa
S673O-04,c106,Living room,cup;food;glass;plate;sandwich;sofa
S673O-05,c122,Living room,cup;food;glass;plate;sandwich;sofa
S673O-06,c156,Living room,cup;food;glass;plate;sandwich;sofa
S673O-07,c067,Living room,cup;food;glass;plate;sandwich;sofa
S673O-08,c069,Living room,cup;food;glass;plate;sandwich;sofa
S673O-09,c063,Living room,cup;food;glass;plate;sandwich;sofa
S673O-10,c061,Living room,cup;food;glass;plate;sandwich;sofa
U79C9-00,c072,Stairs,blanket;shoe;stairs
U79C9-01,c073,Stairs,blanket;shoe;stairs
U79C9-02,c057,Stairs,blanket;shoe;stairs
N915C-00,c100,Bedroom,blanket;broom;clothes;doorway;floor
N915C-01,c102,Bedroom,blanket;broom;clothes;doorway;floor
N915C-02,c072,Bedroom,blanket;broom;clothes;doorway;floor
N915C-03,c155,Bedroom,blanket;broom;clothes;doorway;floor
N915C-04,c097,Bedroom,blanket;broom;clothes;doorway;floor
N915C-05,c127,Bedroom,blanket;broom;clothes;doorway;floor
N915C-06,c001,Bedroom,blanket;broom;clothes;doorway;floor
N915C-07,c073,Bedroom,blanket;broom;clothes;doorway;floor
FXRMG-00,c009,Bedroom,book;desk;door;table
FXRMG-01,c026,Bedroom,book;desk;door;table
FXRMG-02,c006,Bedroom,book;desk;door;table
FXRMG-03,c008,Bedroom,book;desk;door;table
FXRMG-04,c097,Bedroom,book;desk;door;table
FXRMG-05,c028,Bedroom,book;desk;door;table
FXRMG-06,c030,Bedroom,book;desk;door;table
FXRMG-07,c154,Bedroom,book;desk;door;table
FXRMG-08,c032,Bedroom,book;desk;door;table
FXRMG-09,c141,Bedroom,book;desk;door;table
P68QV-00,c020,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
P68QV-01,c152,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
P68QV-02,c016,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
P68QV-03,c015,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
P68QV-04,c023,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
P68QV-05,c156,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
P68QV-06,c062,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
P68QV-07,c061,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
P68QV-08,c097,Dining room,animal cracker;bag;camera;doorway;food;phone;plate
78XZ9-00,c025,Basement (A room below the ground floor),book;box
78XZ9-01,c026,Basement (A room below the ground floor),book;box
78XZ9-02,c027,Basement (A room below the ground floor),book;box
78XZ9-03,c152,Basement (A room below the ground floor),book;box
78XZ9-04,c029,Basement (A room below the ground floor),book;box
78XZ9-05,c032,Basement (A room below the ground floor),book;box
78XZ9-06,c149,Basement (A room below the ground floor),book;box
78XZ9-07,c030,Basement (A room below the ground floor),book;box
0VOQC-00,c015,Basement (A room below the ground floor),bag;food;phone;sandwich
0VOQC-01,c021,Basement (A room below the ground floor),bag;food;phone;sandwich
0VOQC-02,c150,Basement (A room below the ground floor),bag;food;phone;sandwich
0VOQC-03,c017,Basement (A room below the ground floor),bag;food;phone;sandwich
0VOQC-04,c020,Basement (A room below the ground floor),bag;food;phone;sandwich
0VOQC-05,c156,Basement (A room below the ground floor),bag;food;phone;sandwich
0VOQC-06,c067,Basement (A room below the ground floor),bag;food;phone;sandwich
0VOQC-07,c065,Basement (A room below the ground floor),bag;food;phone;sandwich
0VOQC-08,c069,Basement (A room below the ground floor),bag;food;phone;sandwich
E6Q95-00,c132,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
E6Q95-01,c072,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
E6Q95-02,c155,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
E6Q95-03,c151,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
E6Q95-04,c070,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
E6Q95-05,c061,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
E6Q95-06,c073,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
E6Q95-07,c156,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
E6Q95-08,c123,Living room,blanket;clothes;food;medicine;sandwich;sofa/couch;television
G99VH-00,c015,Stairs,bottle;camera;cup;medicine;phone;picture;spoon;stairs
G99VH-01,c018,Stairs,bottle;camera;cup;medicine;phone;picture;spoon;stairs
G99VH-02,c128,Stairs,bottle;camera;cup;medicine;phone;picture;spoon;stairs
G99VH-03,c087,Stairs,bottle;camera;cup;medicine;phone;picture;spoon;stairs
G99VH-04,c017,Stairs,bottle;camera;cup;medicine;phone;picture;spoon;stairs
G99VH-05,c129,Stairs,bottle;camera;cup;medicine;phone;picture;spoon;stairs
G99VH-06,c128,Stairs,bottle;camera;cup;medicine;phone;picture;spoon;stairs
G99VH-07,c107,Stairs,bottle;camera;cup;medicine;phone;picture;spoon;stairs
DWHPO-00,c062,Dining room,bag;chair;food;phone/camera;table
DWHPO-01,c063,Dining room,bag;chair;food;phone/camera;table
DWHPO-02,c059,Dining room,bag;chair;food;phone/camera;table
DWHPO-03,c011,Dining room,bag;chair;food;phone/camera;table
DWHPO-04,c009,Dining room,bag;chair;food;phone/camera;table
DWHPO-05,c020,Dining room,bag;chair;food;phone/camera;table
DWHPO-06,c018,Dining room,bag;chair;food;phone/camera;table
DWHPO-07,c017,Dining room,bag;chair;food;phone/camera;table
DWHPO-08,c156,Dining room,bag;chair;food;phone/camera;table
DWHPO-09,c015,Dining room,bag;chair;food;phone/camera;table
H603E-00,c026,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-01,c027,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-02,c032,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-03,c051,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-04,c059,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-05,c116,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-06,c115,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-07,c115,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-08,c052,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-09,c156,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-10,c014,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-11,c126,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-12,c061,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-13,c063,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-14,c145,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-15,c067,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
H603E-16,c011,Basement (A room below the ground floor),book;chair;floor;food;laptop;paper;sandwich;table
CBXVQ-00,c061,Pantry,cabinet;cans;counter;faucet;food;hand;shelf;sink
CBXVQ-01,c063,Pantry,cabinet;cans;counter;faucet;food;hand;shelf;sink
CBXVQ-02,c113,Pantry,cabinet;cans;counter;faucet;food;hand;shelf;sink
CBXVQ-03,c139,Pantry,cabinet;cans;counter;faucet;food;hand;shelf;sink
CBXVQ-04,c114,Pantry,cabinet;cans;counter;faucet;food;hand;shelf;sink
PN4MI-00,c145,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-01,c065,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-02,c149,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-03,c010,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-04,c014,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-05,c115,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-06,c118,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-07,c061,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-08,c152,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-09,c032,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
PN4MI-10,c156,Kitchen,book;calculator;dish;doorway;food;glass;homework;paper;sandwich;table;water
VJ2QS-00,c061,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-01,c059,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-02,c011,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-03,c063,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-04,c023,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-05,c024,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-06,c110,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-07,c154,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-08,c109,Dining room,bag;bread;chair;cup;food;sink;table;water
VJ2QS-09,c064,Dining room,bag;bread;chair;cup;food;sink;table;water
FI1LR-00,c130,Kitchen,basket;food;groceries;stove
FI1LR-01,c062,Kitchen,basket;food;groceries;stove
AY08E-00,c094,Bedroom,clothes;mirror
AY08E-01,c096,Bedroom,clothes;mirror
AY08E-02,c152,Bedroom,clothes;mirror
AY08E-03,c000,Bedroom,clothes;mirror
7XNAI-00,c152,Recreation room / Man cave,couch;food;glasses;laptop;pillows;sandwich;sofa;table
7XNAI-01,c151,Recreation room / Man cave,couch;food;glasses;laptop;pillows;sandwich;sofa;table
7XNAI-02,c123,Recreation room / Man cave,couch;food;glasses;laptop;pillows;sandwich;sofa;table
7XNAI-03,c009,Recreation room / Man cave,couch;food;glasses;laptop;pillows;sandwich;sofa;table
7XNAI-04,c062,Recreation room / Man cave,couch;food;glasses;laptop;pillows;sandwich;sofa;table
7XNAI-05,c014,Recreation room / Man cave,couch;food;glasses;laptop;pillows;sandwich;sofa;table
7XNAI-06,c052,Recreation room / Man cave,couch;food;glasses;laptop;pillows;sandwich;sofa;table
7XNAI-07,c011,Recreation room / Man cave,couch;food;glasses;laptop;pillows;sandwich;sofa;table
IST7I-00,c061,Living room,blanket;box;food;laptop;sofa;television
IST7I-01,c132,Living room,blanket;box;food;laptop;sofa;television
IST7I-02,c041,Living room,blanket;box;food;laptop;sofa;television
IST7I-03,c156,Living room,blanket;box;food;laptop;sofa;television
IST7I-04,c070,Living room,blanket;box;food;laptop;sofa;television
IST7I-05,c040,Living room,blanket;box;food;laptop;sofa;television
IST7I-06,c044,Living room,blanket;box;food;laptop;sofa;television
IST7I-07,c123,Living room,blanket;box;food;laptop;sofa;television
OI3BC-00,c097,Bedroom,cabinet;chair;clothes;desktop;door;laptop;shelf;shirt;towel
OI3BC-01,c033,Bedroom,cabinet;chair;clothes;desktop;door;laptop;shelf;shirt;towel
OI3BC-02,c112,Bedroom,cabinet;chair;clothes;desktop;door;laptop;shelf;shirt;towel
OI3BC-03,c001,Bedroom,cabinet;chair;clothes;desktop;door;laptop;shelf;shirt;towel
OI3BC-04,c034,Bedroom,cabinet;chair;clothes;desktop;door;laptop;shelf;shirt;towel
OI3BC-05,c006,Bedroom,cabinet;chair;clothes;desktop;door;laptop;shelf;shirt;towel
OI3BC-06,c003,Bedroom,cabinet;chair;clothes;desktop;door;laptop;shelf;shirt;towel
OI3BC-07,c082,Bedroom,cabinet;chair;clothes;desktop;door;laptop;shelf;shirt;towel
F4BJJ-00,c027,Bedroom,bag;book;desk;paper;table
F4BJJ-01,c117,Bedroom,bag;book;desk;paper;table
F4BJJ-02,c020,Bedroom,bag;book;desk;paper;table
F4BJJ-03,c022,Bedroom,bag;book;desk;paper;table
F4BJJ-04,c026,Bedroom,bag;book;desk;paper;table
F4BJJ-05,c029,Bedroom,bag;book;desk;paper;table
F4BJJ-06,c032,Bedroom,bag;book;desk;paper;table
F4BJJ-07,c150,Bedroom,bag;book;desk;paper;table
F4BJJ-08,c009,Bedroom,bag;book;desk;paper;table
F4BJJ-09,c030,Bedroom,bag;book;desk;paper;table
F4BJJ-10,c023,Bedroom,bag;book;desk;paper;table
83654-00,c011,Bedroom,box;chair;desk;dish;sandwich;table
83654-01,c151,Bedroom,box;chair;desk;dish;sandwich;table
83654-02,c041,Bedroom,box;chair;desk;dish;sandwich;table
83654-03,c009,Bedroom,box;chair;desk;dish;sandwich;table
83654-04,c059,Bedroom,box;chair;desk;dish;sandwich;table
83654-05,c067,Bedroom,box;chair;desk;dish;sandwich;table
83654-06,c118,Bedroom,box;chair;desk;dish;sandwich;table
83654-07,c068,Bedroom,box;chair;desk;dish;sandwich;table
83654-08,c040,Bedroom,box;chair;desk;dish;sandwich;table
83654-09,c119,Bedroom,box;chair;desk;dish;sandwich;table
0G0YF-00,c147,Kitchen,dish;food;stove
0G0YF-01,c118,Kitchen,dish;food;stove
0R5GS-00,c040,Recreation room / Man cave,bench;box;mirror;room
0R5GS-01,c043,Recreation room / Man cave,bench;box;mirror;room
0R5GS-02,c096,Recreation room / Man cave,bench;box;mirror;room
0R5GS-03,c150,Recreation room / Man cave,bench;box;mirror;room
